match_type,similarity_pct,a_id,a_name,a_suburb,a_state,a_postcode,a_owner,b_id,b_name,b_suburb,b_state,b_postcode,b_owner
FUZZY,81,54883562-6508-466d-8e86-eca432e94436,Murdoch Active,murdoch,WA,6150,unclaimed,47f13d9d-f655-4c87-be5b-b9c527828ee4,Murdoch Active Gym,murdoch,WA,6150,unclaimed
FUZZY,81,gym-181,Snap Fitness 24/7 Morley,morley,WA,6062,owner-3,gym-185,Sista Fitness 24/7 Morley,morley,WA,6062,owner-3
FUZZY,81,gym-814,Plus Fitness 24/7 Fitzroy,fitzroy,VIC,3065,unclaimed,gym-816,Snap Fitness 24/7 Fitzroy,fitzroy,VIC,3065,unclaimed
FUZZY,81,4ed60615-6453-49fa-bb35-8cb981e201ae,Hitfit Hoppers Crossing,hoppers crossing,VIC,3029,unclaimed,85776482-6d04-42c3-aa56-ef54a93733aa,BFT Hoppers Crossing,hoppers crossing,VIC,3029,unclaimed
FUZZY,81,gym-123,Revo Fitness - Cannington,cannington,WA,6107,owner-3,gym-132,DPI Fitness-Cannington,cannington,WA,6107,owner-3
FUZZY,81,b491fa2e-610b-458f-938f-e79a67cdda73,Anytime Fitness Marrickville,marrickville,NSW,2204,unclaimed,0fa3f878-0bd1-406d-b09a-0f0945945107,Strive Fitness Marrickville,marrickville,NSW,2204,unclaimed
FUZZY,81,gym-1756,Zap Fitness 24/7 Hobart City,hobart,TAS,7000,unclaimed,gym-1757,Zap Fitness 24/7 Hobart Central,hobart,TAS,7000,unclaimed
FUZZY,81,gym-1134,Zap Fitness 24/7 Brisbane CBD,brisbane city,QLD,4000,unclaimed,gym-1137,Snap Fitness 24/7 Brisbane City,brisbane city,QLD,4000,unclaimed
FUZZY,81,gym-326,Anytime Fitness Parramatta Central,parramatta,NSW,2150,unclaimed,gym-330,Anytime Fitness Parramatta South,parramatta,NSW,2150,unclaimed
FUZZY,81,gym-1135,Goodlife Health Clubs Queen Street,brisbane city,QLD,4000,unclaimed,gym-1144,Goodlife Health Clubs Edward Street,brisbane city,QLD,4000,unclaimed
FUZZY,80,52f7ebaf-ea5c-4c3d-86c4-4158d4669210,The Gym. Burleigh,burleigh heads,QLD,4220,unclaimed,1dfc94cc-1cdf-498c-b403-335b9ca4f1b2,ZONE Gym Burleigh,burleigh heads,QLD,4220,unclaimed
FUZZY,80,gym-1737,LPC Mount Gambier,mount gambier,SA,5290,unclaimed,gym-1733,BFT Mount Gambier,mount gambier,SA,5290,unclaimed
FUZZY,80,gym-541,BroFit Bankstown,condell park,NSW,2200,unclaimed,gym-530,BFT Bankstown,bankstown,NSW,2200,unclaimed
FUZZY,80,05c583ad-efa3-48f0-afdb-05e308176a4d,Pronto Pilates - Miranda,miranda,NSW,2228,unclaimed,e113fb92-33a5-413b-99a9-da550f9a0bc0,STRONG Pilates Miranda,miranda,NSW,2228,unclaimed
FUZZY,80,gym-545,Club Active Castle Hill,castle hill,NSW,2154,unclaimed,gym-557,Club Lime Castle Hill,castle hill,NSW,2154,unclaimed
FUZZY,80,gym-181,Snap Fitness 24/7 Morley,morley,WA,6062,owner-3,gym-178,Plus Fitness 24/7 Morley,morley,WA,6062,owner-3
FUZZY,80,704ce4ad-d91e-4eb5-8869-8a1c02f955c9,Anytime Fitness Epping,epping,VIC,3076,unclaimed,85f33c11-afcd-4127-a06d-857200088d21,Anytime Fitness Epping North,epping,VIC,3076,unclaimed
